company,home_economy,industry,sales_millions,employment,year_of_establishment,emne,nat_res_ind,former_col_power,bordering_country
Societe Mauritanienne Des Gaz Industriels S A,France,crude petroleum and natural gas,1.7,39,,False,True,True,False
Elf Oil Mauritanie S A,France,petroleum products except bulk terminals,0.04,150,,False,False,True,False
