company,home_economy,industry,sales_millions,employment,year_of_establishment,emne,nat_res_ind,former_col_power,bordering_country
Spie Batignolles Ltd.,France,engineering services,21.9,1400.0,1987.0,False,False,False,False
Lesotho Oxygen Company (Pty) Ltd.,United Kingdom,,,,,False,False,True,False
