company,home_economy,industry,sales_millions,employment,year_of_establishment,emne,nat_res_ind,former_col_power,bordering_country
Brasseries Et Limonaderies Du Burundi Sarl,Netherlands,bottled and canned soft drinks,46.2,1350.0,1997.0,False,False,False,False
Chanic Burundi S A R L,France,farm/garden machinery and equipment,1.6,51.0,,False,False,False,False
Ami Burundi S A R L,Belgium,,,,,False,False,False,False
