company,home_economy,industry,sales_millions,employment,year_of_establishment,emne,nat_res_ind,former_col_power,bordering_country
Societe Centrafricaine Des Gaz Industries SA,France,industrial gases,2.1,27.0,,False,False,True,False
Societe Centrafricaine De Cigarettes SA,France,cigarettes,,115.0,,False,False,True,False
C F A O Centrafrique SA,France,nondurable goods,,,,False,False,True,False
Sodeca,France,,,,,False,False,True,False
