company,home_economy,industry,sales_millions,employment,year_of_establishment,emne,nat_res_ind,former_col_power,bordering_country
Èastern Steel Industry Corp.,Japan,motor vehicles parts,,161,1994,False,False,False,False
"T.TH.K Co., Ltd.",Japan,motor vehicles,,38,1995,False,False,False,False
