company,home_economy,industry,sales_millions,employment,year_of_establishment,emne,nat_res_ind,former_col_power,bordering_country
"Santiphab Intertrade Center Co., Ltd.",Japan,automobile sales,1.0,86,1989,False,False,False,False
"Santiphap Suzuki Lao Co., Ltd.",Japan,cars and other motor vehicles,0.9,50,1992,False,False,False,False
