company,home_economy,industry,sales_millions,employment,year_of_establishment,emne,nat_res_ind,former_col_power,bordering_country
Mobil Equatorial Guinea Inc,United States,oil and gas exploration,0.1,300,,False,True,False,False
BIS Supplies Engineering,Hong Kong,industrial machinery and equipment,,5,2000.0,True,False,False,False
