company,home_economy,industry,sales_millions,employment,year_of_establishment,emne,nat_res_ind,former_col_power,bordering_country
Brasserie Et Limonaderies Du Rwanda S A,Netherlands,malt beverages,6063.1,1000.0,,False,False,False,False
Hatton and Cookson S A,United Kingdom,construction materials,,,,False,False,False,False
