company,home_economy,industry,sales_millions,employment,year_of_establishment,emne,nat_res_ind,former_col_power,bordering_country
Scho Tchad,France,industrial machinery and equipment,4.3,16.0,,False,False,True,False
Tchad Motors Industries SA,France,new and used car dealers,3.2,20.0,,False,False,True,False
Sdv Chad,France,,,,,False,False,True,False
Société Commerciale Automobiles Autchad Sa,France,,,,,False,False,True,False
